"Datetime","Food/Ingredient","Fibre","Enzymes","Challenge"
"15/11/2016 12:32:59","dark chocolate","false","false","false"
"15/11/2016 11:45:19","dark chocolate","false","false","false"
"15/11/2016 11:36:25","gluten free quinoa cups","false","false","false"
"15/11/2016 11:27:19","banana","false","false","false"
"15/11/2016 10:56:56","green tea","false","false","false"
"15/11/2016 10:23:01","dark chocolate","false","false","false"
"15/11/2016 10:21:41","green tea","false","false","false"
"15/11/2016 10:19:12","gluten free munchy muesli cookies","false","false","false"
"15/11/2016 08:34:46","honey","true","false","false"
"15/11/2016 08:02:38","baby spinach","true","false","false"
"15/11/2016 08:02:29","feta","true","false","false"
"15/11/2016 08:02:20","tasty cheese","true","false","false"
"15/11/2016 08:02:12","gluten free bread with soy","true","false","false"
"15/11/2016 08:02:04","eggs","true","false","false"
"14/11/2016 21:28:39","blackberries","false","false","true"
"14/11/2016 17:18:20","parmesan cheese","true","false","false"
"14/11/2016 17:18:14","tasty cheese","true","false","false"
"14/11/2016 17:18:10","cherry tomatoes","true","false","false"
"14/11/2016 17:18:04","eggplant","true","false","false"
"14/11/2016 17:17:59","tuna","true","false","false"
"14/11/2016 17:17:54","gluten free pizza base","true","false","false"
"14/11/2016 15:07:07","dark chocolate","false","false","false"
"14/11/2016 13:37:36","gluten free rice crackers","false","false","false"
"14/11/2016 13:13:10","gluten free munchy muesli cookies","false","false","false"
"14/11/2016 12:07:01","blackberries","false","false","true"
"14/11/2016 12:05:10","green tea","false","false","false"
"14/11/2016 11:27:57","banana","false","false","false"
"14/11/2016 11:01:12","dark chocolate","false","false","false"
"14/11/2016 09:38:33","green tea","false","false","false"
"14/11/2016 09:38:26","gluten free munchy muesli cookies","false","false","false"
"14/11/2016 07:24:13","feta","true","false","false"
"14/11/2016 07:17:07","baby spinach","true","false","false"
"14/11/2016 07:16:59","tasty cheese","true","false","false"
"14/11/2016 07:16:41","gluten free bread with soy","true","false","false"
"13/11/2016 19:04:18","blackberries","false","false","true"
"13/11/2016 18:59:27","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"13/11/2016 18:51:36","eggplant","true","false","false"
"13/11/2016 18:51:30","parmesan cheese","true","false","false"
"13/11/2016 18:51:20","baby spinach","true","false","false"
"13/11/2016 18:51:14","tasty cheese","true","false","false"
"13/11/2016 18:51:08","cherry tomatoes","true","false","false"
"13/11/2016 18:51:02","tuna","true","false","false"
"13/11/2016 18:50:55","gluten free pizza base","true","false","false"
"13/11/2016 17:02:04","dark chocolate","false","false","false"
"13/11/2016 15:53:14","gluten free double choc biscuits","false","false","false"
"13/11/2016 12:24:52","gluten free double choc biscuits","false","false","false"
"13/11/2016 11:53:02","blackberries","false","false","true"
"13/11/2016 10:50:13","dark chocolate","false","false","false"
"13/11/2016 10:46:16","gluten free brown rice chips","false","false","false"
"13/11/2016 10:15:56","peppermint tea","false","false","false"
"13/11/2016 09:52:05","gluten free brown rice chips","false","false","false"
"13/11/2016 09:52:00","gluten free double choc biscuits","false","false","false"
"13/11/2016 08:51:31","butter","false","false","false"
"13/11/2016 08:51:22","tomato","false","false","false"
"13/11/2016 08:51:17","eggs","false","false","false"
"13/11/2016 08:48:31","gluten free bread","false","false","false"
"13/11/2016 08:21:03","peppermint tea","false","false","false"
"13/11/2016 08:02:52","cherry tomatoes","false","false","false"
"13/11/2016 04:49:27","gluten free double choc biscuits","false","false","false"
"12/11/2016 18:31:34","dark chocolate","false","false","false"
"12/11/2016 18:27:10","peppermint tea","false","false","false"
"12/11/2016 18:11:42","eggplant","false","false","false"
"12/11/2016 18:11:22","parmesan cheese","false","false","false"
"12/11/2016 18:11:17","tasty cheese","false","false","false"
"12/11/2016 18:11:12","cherry tomatoes","false","false","false"
"12/11/2016 18:10:49","baby spinach","false","false","false"
"12/11/2016 18:10:41","tuna","false","false","false"
"12/11/2016 18:10:23","gluten free pizza base","false","false","false"
"12/11/2016 15:16:54","gluten free double choc biscuits","false","false","false"
"12/11/2016 14:08:33","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"12/11/2016 13:59:08","low fat milk","false","false","false"
"12/11/2016 13:53:29","gluten free brown rice chips","false","false","false"
"12/11/2016 11:35:59","gluten free double choc biscuits","false","false","false"
"12/11/2016 10:58:25","gluten free double choc biscuits","false","false","false"
"12/11/2016 09:47:12","peppermint tea","false","false","false"
"12/11/2016 08:38:06","low fat milk","true","false","true"
"12/11/2016 04:58:09","dark chocolate","false","false","false"
"12/11/2016 04:48:21","gluten free melting moments","false","false","false"
"12/11/2016 04:46:12","tasty cheese","false","false","false"
"12/11/2016 04:46:05","baby spinach","false","false","false"
"12/11/2016 04:45:50","grass fed beef","false","false","false"
"11/11/2016 20:42:16","gluten free brown rice chips","false","false","false"
"11/11/2016 19:45:27","gluten free melting moments","false","false","false"
"11/11/2016 18:05:32","dark chocolate","false","false","false"
"11/11/2016 16:28:33","gluten free brown rice chips","false","false","false"
"11/11/2016 13:50:32","gluten free rice crackers","false","false","false"
"11/11/2016 13:20:31","gluten free rice crackers","false","false","false"
"11/11/2016 12:57:51","dark chocolate","false","false","false"
"11/11/2016 12:04:58","green tea","false","false","false"
"11/11/2016 11:53:16","dark chocolate","false","false","false"
"11/11/2016 11:22:38","low fat milk","false","false","true"
"11/11/2016 10:40:09","banana","false","false","false"
"11/11/2016 09:35:34","parmesan cheese","false","false","false"
"11/11/2016 09:35:28","tasty cheese","false","false","false"
"11/11/2016 09:35:22","baby spinach","false","false","false"
"11/11/2016 09:35:17","cherry tomatoes","false","false","false"
"11/11/2016 09:35:13","eggplant","false","false","false"
"11/11/2016 09:35:08","tuna","false","false","false"
"11/11/2016 09:34:59","gluten free pizza base","false","false","false"
"11/11/2016 08:36:41","gluten free melting moments","true","false","false"
"10/11/2016 18:24:25","gluten free melting moments","false","false","false"
"10/11/2016 18:05:38","cherry tomatoes","true","false","false"
"10/11/2016 18:05:32","eggplant","true","false","false"
"10/11/2016 18:05:27","baby spinach","true","false","false"
"10/11/2016 18:05:20","parmesan cheese","true","false","false"
"10/11/2016 18:05:13","tasty cheese","true","false","false"
"10/11/2016 18:05:06","tuna","true","false","false"
"10/11/2016 18:04:58","gluten free pizza base","true","false","false"
"10/11/2016 15:42:01","peppermint tea","false","false","false"
"10/11/2016 15:41:56","caramel slice","false","false","false"
"10/11/2016 15:07:03","gluten free melting moments","false","false","false"
"10/11/2016 14:26:13","low fat milk","false","false","true"
"10/11/2016 12:03:23","dark chocolate","true","false","false"
"10/11/2016 11:52:56","jelly bean","false","false","false"
"10/11/2016 11:34:56","gluten free quinoa cups","false","false","false"
"10/11/2016 11:07:27","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"10/11/2016 09:58:24","dark chocolate","false","false","false"
"10/11/2016 09:57:12","baby spinach","true","false","false"
"10/11/2016 09:56:59","feta","true","false","false"
"10/11/2016 09:56:51","tasty cheese","true","false","false"
"10/11/2016 09:56:43","gluten free bread with soy","true","false","false"
"10/11/2016 09:56:25","eggs","true","false","false"
"9/11/2016 21:29:16","gluten free munchy muesli cookies","false","false","false"
"9/11/2016 21:23:07","dark chocolate","false","false","false"
"9/11/2016 18:06:27","chewing gum","false","false","false"
"9/11/2016 18:04:02","parmesan cheese","false","false","false"
"9/11/2016 18:03:56","tasty cheese","false","false","false"
"9/11/2016 18:03:48","baby spinach","false","false","false"
"9/11/2016 18:03:42","cherry tomatoes","false","false","false"
"9/11/2016 18:03:37","tuna","false","false","false"
"9/11/2016 18:03:30","gluten free pizza base","false","false","false"
"9/11/2016 14:14:55","dark chocolate","false","false","false"
"9/11/2016 13:35:06","gluten free rice crackers","false","false","false"
"9/11/2016 12:59:35","dark chocolate","true","false","false"
"9/11/2016 12:54:23","gluten free rice crackers","false","false","false"
"9/11/2016 12:03:36","green tea","false","false","false"
"9/11/2016 11:53:59","honey","false","false","true"
"9/11/2016 10:59:54","green tea","false","false","false"
"9/11/2016 10:20:40","banana","false","false","false"
"9/11/2016 08:19:22","caramel slice","true","false","false"
"9/11/2016 08:19:06","feta","true","false","false"
"9/11/2016 08:18:56","tasty cheese","true","false","false"
"9/11/2016 08:18:49","gluten free bread with soy","true","false","false"
"9/11/2016 08:18:44","baby spinach","true","false","false"
"9/11/2016 08:18:37","eggs","true","false","false"
"8/11/2016 19:48:42","caramel slice","false","false","false"
"8/11/2016 19:28:04","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"8/11/2016 19:18:19","olive oil","false","false","false"
"8/11/2016 19:18:13","parmesan cheese","false","false","false"
"8/11/2016 19:18:08","cherry tomatoes","false","false","false"
"8/11/2016 19:17:57","tasty cheese","false","false","false"
"8/11/2016 19:17:52","baby spinach","false","false","false"
"8/11/2016 19:17:48","eggplant","false","false","false"
"8/11/2016 19:17:43","tuna","false","false","false"
"8/11/2016 19:17:37","gluten free pizza base","false","false","false"
"8/11/2016 15:38:07","dark chocolate","false","false","false"
"8/11/2016 13:30:40","green tea","false","false","false"
"8/11/2016 13:22:44","gluten free munchy muesli cookies","false","false","false"
"8/11/2016 12:30:08","dark chocolate","false","false","false"
"8/11/2016 11:35:59","dark chocolate","false","false","false"
"8/11/2016 11:00:43","gluten free brown rice chips","false","false","false"
"8/11/2016 10:57:23","green tea","false","false","false"
"8/11/2016 10:42:16","banana","false","false","false"
"8/11/2016 07:58:28","parmesan cheese","true","false","false"
"8/11/2016 07:58:19","baby spinach","true","false","false"
"8/11/2016 07:58:13","tasty cheese","true","false","false"
"8/11/2016 07:58:06","gluten free bread with soy","true","false","false"
"8/11/2016 07:57:59","eggs","true","false","false"
"7/11/2016 22:11:32","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"7/11/2016 21:40:24","gluten free brown rice chips","false","false","false"
"7/11/2016 21:35:01","dark chocolate","false","false","false"
"7/11/2016 21:32:50","gluten free rice crackers","false","false","false"
"7/11/2016 21:25:49","gluten free quinoa cups","false","false","false"
"7/11/2016 21:06:01","jelly bean","false","false","false"
"7/11/2016 16:57:21","green tea","false","false","false"
"7/11/2016 16:41:14","banana","false","false","false"
"7/11/2016 16:10:17","mint","false","false","false"
"7/11/2016 12:05:19","beef stroganoff","false","false","false"
"7/11/2016 12:04:16","eggplant","false","false","false"
"7/11/2016 12:01:51","jamaican jerk chicken","false","false","false"
"7/11/2016 12:00:59","green beans","false","false","false"
"7/11/2016 10:15:38","banana","false","false","false"
"7/11/2016 10:11:20","gluten free munchy muesli cookies","false","false","false"
"7/11/2016 10:08:51","dark chocolate","false","false","false"
"7/11/2016 10:08:38","gluten free melting moments","false","false","false"
"7/11/2016 09:23:47","caramel slice","false","false","false"
"7/11/2016 08:39:21","tasty cheese","true","false","false"
"7/11/2016 08:39:10","grass fed beef","true","false","false"
"7/11/2016 08:29:34","caramel slice","false","false","false"
"6/11/2016 18:27:13","cherry tomatoes","false","false","false"
"6/11/2016 18:27:01","parmesan cheese","false","false","false"
"6/11/2016 18:26:55","eggplant","false","false","false"
"6/11/2016 18:26:35","tasty cheese","false","false","false"
"6/11/2016 18:26:21","baby spinach","false","false","false"
"6/11/2016 18:25:56","tuna","false","false","false"
"6/11/2016 18:25:45","gluten free pizza base","false","false","false"
"6/11/2016 15:12:16","peppermint tea","false","false","false"
"6/11/2016 15:11:18","gluten free rice crackers","false","false","false"
"6/11/2016 15:07:04","gluten free melting moments","false","false","false"
"6/11/2016 14:29:33","dark chocolate","false","false","false"
"6/11/2016 13:21:50","peppermint tea","false","false","false"
"6/11/2016 12:51:26","gluten free melting moments","false","false","false"
"6/11/2016 12:45:01","gluten free quinoa cups","false","false","false"
"6/11/2016 11:41:10","dark chocolate","true","false","false"
"6/11/2016 10:55:33","banana","false","false","false"
"6/11/2016 10:19:58","dark chocolate","false","false","false"
"6/11/2016 10:10:56","peppermint tea","false","false","false"
"6/11/2016 09:21:27","gluten free melting moments","false","false","false"
"6/11/2016 09:10:44","tasty cheese","false","false","false"
"6/11/2016 09:10:39","feta","false","false","false"
"6/11/2016 09:10:34","baby spinach","false","false","false"
"6/11/2016 09:10:28","eggs","false","false","false"
"6/11/2016 09:10:22","gluten free bread with soy","false","false","false"
"5/11/2016 20:30:56","gluten free melting moments","false","false","false"
"5/11/2016 19:58:56","gluten free melting moments","false","false","false"
"5/11/2016 19:35:05","parmesan cheese","true","false","false"
"5/11/2016 19:34:59","tasty cheese","true","false","false"
"5/11/2016 19:34:53","baby spinach","true","false","false"
"5/11/2016 19:34:46","cherry tomatoes","true","false","false"
"5/11/2016 19:34:39","eggplant","true","false","false"
"5/11/2016 19:34:33","tuna","true","false","false"
"5/11/2016 19:34:08","gluten free pizza base","true","false","false"
"5/11/2016 18:00:48","dark chocolate","false","false","false"
"5/11/2016 15:20:48","peppermint tea","false","false","false"
"5/11/2016 13:57:23","caramel slice","false","false","false"
"5/11/2016 13:00:51","dark chocolate","false","false","false"
"5/11/2016 11:41:26","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"5/11/2016 11:27:48","parmesan cheese","true","false","false"
"5/11/2016 11:27:29","tasty cheese","true","false","false"
"5/11/2016 11:27:23","baby spinach","true","false","false"
"5/11/2016 11:27:17","tuna","true","false","false"
"5/11/2016 11:27:12","cherry tomatoes","true","false","false"
"5/11/2016 11:27:06","gluten free pizza base","true","false","false"
"5/11/2016 11:26:03","caramel slice","false","false","false"
"5/11/2016 10:04:36","gluten free melting moments","true","false","false"
"5/11/2016 09:48:17","baby spinach","true","false","false"
"5/11/2016 09:48:10","tasty cheese","true","false","false"
"5/11/2016 09:47:31","grass fed beef","true","false","false"
"4/11/2016 19:38:28","gluten free melting moments","false","false","false"
"4/11/2016 19:17:03","eggplant","true","false","false"
"4/11/2016 19:16:56","baby spinach","true","false","false"
"4/11/2016 19:16:51","tuna","true","false","false"
"4/11/2016 19:16:44","cherry tomatoes","true","false","false"
"4/11/2016 19:16:37","parmesan cheese","true","false","false"
"4/11/2016 19:16:31","tasty cheese","true","false","false"
"4/11/2016 19:16:24","gluten free pizza base","true","false","false"
"4/11/2016 16:28:49","dark chocolate","false","false","false"
"4/11/2016 16:22:49","gluten free munchy muesli cookies","false","false","false"
"4/11/2016 15:30:17","gluten free cream filled choc biscuits","false","false","false"
"4/11/2016 13:03:13","black tea","false","false","false"
"4/11/2016 12:11:59","dark chocolate","false","false","false"
"4/11/2016 12:09:39","green tea","false","false","false"
"4/11/2016 12:04:24","gluten free rice crackers","false","false","false"
"4/11/2016 11:59:26","gluten free quinoa cups","false","false","false"
"4/11/2016 11:48:30","gluten free munchy muesli cookies","false","false","false"
"4/11/2016 11:42:02","banana","false","false","false"
"4/11/2016 10:42:54","green tea","false","false","false"
"4/11/2016 10:10:14","dark chocolate","false","false","false"
"4/11/2016 09:36:46","gluten free munchy muesli cookies","false","false","false"
"4/11/2016 07:52:09","gluten free rice crackers","true","false","false"
"4/11/2016 07:42:41","gluten free melting moments","true","false","false"
"3/11/2016 18:49:29","gluten free melting moments","false","false","false"
"3/11/2016 18:26:29","gluten free melting moments","false","false","false"
"3/11/2016 18:00:58","eggplant","true","false","false"
"3/11/2016 18:00:28","parmesan cheese","true","false","false"
"3/11/2016 18:00:25","tuna","true","false","false"
"3/11/2016 18:00:14","tasty cheese","true","false","false"
"3/11/2016 18:00:11","baby spinach","true","false","false"
"3/11/2016 18:00:10","gluten free pizza base","true","false","false"
"3/11/2016 18:00:01","cherry tomatoes","true","false","false"
"3/11/2016 16:44:30","caramel slice","false","false","false"
"3/11/2016 13:42:32","dark chocolate","false","false","false"
"3/11/2016 12:41:27","dark chocolate","false","false","false"
"3/11/2016 12:40:19","gluten free rice crackers","false","false","false"
"3/11/2016 11:57:26","gluten free munchy muesli cookies with quinoa, buckwheat and chia seed","false","false","false"
"3/11/2016 11:56:38","peppermint tea","false","false","false"
"3/11/2016 11:50:55","gluten free rice crackers","false","false","false"
"3/11/2016 11:42:55","gluten free quinoa cups","false","false","false"
"3/11/2016 10:31:14","caramel slice","false","false","false"
"3/11/2016 09:42:20","gluten free munchy muesli cookies","false","false","false"
"3/11/2016 09:23:42","peppermint tea","false","false","false"
"2/11/2016 21:40:03","caramel slice","false","false","false"
"2/11/2016 21:22:41","gluten free rice crackers","false","false","false"
"2/11/2016 21:19:27","cherry tomatoes","false","false","false"
"2/11/2016 16:43:48","gluten free double choc biscuits","false","false","false"
"2/11/2016 16:11:40","gluten free bread with soy","false","false","false"
"2/11/2016 16:11:36","tasty cheese","false","false","false"
"2/11/2016 16:11:31","baby spinach","false","false","false"
"2/11/2016 16:11:22","cold cuts turkey","false","false","false"
"2/11/2016 14:18:54","gluten free double choc biscuits","false","false","false"
"2/11/2016 13:49:26","gluten free mary's gone crackers original crackers","false","false","false"
"2/11/2016 13:48:23","gluten free double choc biscuits","false","false","false"
"2/11/2016 12:24:19","black tea","false","false","false"
"2/11/2016 12:18:29","gluten free mary's gone crackers original crackers","false","false","false"
"2/11/2016 12:13:57","crunchy peanut butter","true","false","false"
"2/11/2016 12:13:48","gluten free bread with soy","true","false","false"
"2/11/2016 10:46:21","black tea","false","false","false"
"2/11/2016 10:31:23","green tea","false","false","false"
"2/11/2016 10:02:21","gluten free mary's gone crackers original crackers","false","false","false"
"2/11/2016 09:29:42","gluten free double choc biscuits","true","false","false"
"2/11/2016 09:27:28","green tea","false","false","false"
"2/11/2016 07:14:41","lamb sausages","true","false","false"
"2/11/2016 06:58:30","gluten free munchy muesli cookies","true","false","false"
"1/11/2016 17:43:11","cheese","true","false","false"
"1/11/2016 17:43:03","baby spinach","true","false","false"
"1/11/2016 17:42:57","cold cuts turkey","true","false","false"
"1/11/2016 17:42:51","tasty cheese","true","false","false"
"1/11/2016 17:42:24","gluten free bread with soy","true","false","false"
"1/11/2016 16:46:12","black tea","false","false","false"
"1/11/2016 16:46:05","cheese","false","false","false"
"1/11/2016 16:13:11","gluten free double choc biscuits","false","false","false"
"1/11/2016 15:49:54","gluten free mary's gone crackers original crackers","false","false","false"
"1/11/2016 15:23:40","gluten free mary's gone crackers original crackers","false","false","false"
"1/11/2016 14:52:02","black tea","false","false","false"
"1/11/2016 13:46:55","gluten free double choc biscuits","false","false","false"
"1/11/2016 13:20:51","gluten free mary's gone crackers original crackers","false","false","false"
"1/11/2016 12:29:38","gluten free double choc biscuits","false","false","false"
"1/11/2016 12:20:44","black tea","false","false","false"
"1/11/2016 11:54:22","green tea","false","false","false"
"1/11/2016 11:54:15","cold cuts turkey","false","false","false"
"1/11/2016 11:54:09","baby spinach","false","false","false"
"1/11/2016 11:54:01","tasty cheese","false","false","false"
"1/11/2016 11:53:47","gluten free bread with soy","false","false","false"
"1/11/2016 10:43:42","gluten free mary's gone crackers original crackers","false","false","false"
"1/11/2016 10:29:47","green tea","false","false","false"
"1/11/2016 09:55:52","gluten free double choc biscuits","true","false","false"
"1/11/2016 07:57:16","gluten free cream filled choc biscuits","false","false","false"
"1/11/2016 07:55:30","feta","true","false","false"
"1/11/2016 07:55:22","baby spinach","true","false","false"
"1/11/2016 07:55:15","tasty cheese","true","false","false"
"1/11/2016 07:54:54","eggs","true","false","false"
"1/11/2016 07:54:46","spelt sourdough","true","false","false"
"31/10/2016 21:40:42","dark chocolate","false","false","false"
"31/10/2016 19:05:00","melon kit kat","false","false","false"
"31/10/2016 17:57:55","black tea","false","false","false"
"31/10/2016 16:34:31","tasty cheese","false","false","false"
"31/10/2016 16:34:26","baby spinach","false","false","false"
"31/10/2016 16:34:16","gluten free bread with soy","false","false","false"
"31/10/2016 16:34:10","cold cuts turkey","false","false","false"
